Start,End,mean,standard deviation,min,max,median,mode,skew,Kurtosis,80_percentile,60_percentile,40_percentile,20_percentile,RMS,IQR,count>mean,count<mean,range,COV_M,pNN50,pNN20,RMSSD,nn50,nn20,SDSD,zcross,Lf,MF,HF,Lf/HF,Count,meanGSR,standard deviationGSR,minGSR,maxGSR,medianGSR,modeGSR,skewGSR,KurtosisGSR,80_percentileGSR,60_percentileGSR,40_percentileGSR,20_percentileGSR,RMSGSR,IQRGSR,count>meanGSR,count<meanGSR,rangeGSR,COV_MGSR,meanHR,standard deviationHR,minHR,maxHR,medianHR,modeHR,skewHR,KurtosisHR,80_percentileHR,60_percentileHR,40_percentileHR,20_percentileHR,RMSHR,IQRHR,count>meanHR,count<meanHR,rangeHR,COV_MHR,Participant,Activity
1.50179219947e+12,1.50179225947e+12,663.4494382,35.44548314,573,725,661.0,657,-0.602977626,0.029840002,697.0,677.0,657.0,639.4,664.3956196,51.0,0.483146067,0.516853933,152,1270.659346,0.0,0.247191011,18.75439342,0,22,11.86666193,20,64.68539326,60.80898876,70.64044944,0.915699062,0.984116667,2.199040496,0.174117158,1.9553,2.6582,2.167,2.3154,0.864530909,0.061750488,2.3154,2.2103,2.1297,2.0417,2.20592291,0.2074,0.429752066,0.570247934,0.7029,0.030569424,152.0655738,10.97966653,133.0,175.0,150.0,146.0,0.268453302,-0.838221116,162.0,156.0,147.0,142.0,152.4614437,17.0,0.426229508,0.573770492,42.0,122.5622951,1,NA
1.50179216947e+12,1.50179222947e+12,665.5681818,43.62281395,573,726,661.5,637,-0.403203423,-0.962151121,709.0,689.8,653.0,629.0,666.9962178,68.0,0.488636364,0.511363636,153,1924.822884,0.0,0.204545455,17.34465939,0,18,11.42916198,9,63.82954545,72.43181818,73.15909091,0.872475924,0.976166667,2.204957025,0.167074754,1.9899,2.6582,2.167,2.1311,1.018785992,0.23331456,2.3154,2.2112,2.1253,2.0637,2.211277788,0.1975,0.41322314,0.58677686,0.6683,0.02814659,150.7540984,10.18461671,133.0,175.0,151.0,152.0,0.149214936,-0.753301626,161.0,152.0,147.0,142.0,151.0977319,17.0,0.524590164,0.475409836,42.0,105.4551913,1,NA
1.50179213947e+12,1.50179219947e+12,652.2444444,49.27774145,560,726,651.5,605,-0.110545022,-1.187414437,705.8,668.2,637.0,605.0,654.1032878,88.0,0.5,0.5,166,2455.580025,0.0,0.177777778,17.48835889,0,16,11.83388795,12,62.98888889,61.3,64.1,0.982665973,0.978366667,2.127866942,0.085009638,1.9899,2.475,2.1115,2.0703,1.084561106,1.936554721,2.1944,2.1317,2.0916,2.063,2.12956436,0.1196,0.438016529,0.561983471,0.4851,0.007286861,151.5737705,14.12991132,124.0,180.0,151.0,162.0,-0.008125155,-0.418661557,164.0,152.0,147.0,142.0,152.2309505,19.0,0.475409836,0.524590164,56.0,202.9819672,1,NA
1.50179210947e+12,1.50179216947e+12,630.0543478,44.6187629,557,725,623.0,617,0.173472976,-1.035746436,677.0,641.0,617.0,589.8,631.6322626,71.0,0.456521739,0.543478261,168,2012.7113,0.032608696,0.163043478,18.83200585,3,15,13.04945957,8,61.5326087,60.79347826,63.57608696,0.967857753,0.966083333,2.189161157,0.114647041,2.045,2.5035,2.1591,2.0856,0.954361337,0.266987395,2.2719,2.1944,2.1353,2.0838,2.192161152,0.172,0.429752066,0.570247934,0.4585,0.013253477,141.7704918,19.07912209,119.0,180.0,132.0,124.0,0.602394855,-1.110115731,162.0,143.0,130.0,124.0,143.0485416,38.0,0.409836066,0.590163934,61.0,370.0797814,1,NA
1.50179207947e+12,1.50179213947e+12,635.4301075,42.33897969,557,709,633.0,629,0.046075245,-1.17828284,683.4,645.0,621.0,593.0,636.8390776,80.0,0.483870968,0.516129032,152,1812.073866,0.107526882,0.268817204,26.17001271,10,25,18.76709051,20,62.8172043,61.94623656,71.04301075,0.884213713,0.984916667,2.186843802,0.107791589,2.045,2.5035,2.1708,2.086,1.141602414,0.980378508,2.2486,2.182,2.1534,2.088,2.189498764,0.1293,0.380165289,0.619834711,0.4585,0.011715852,126.3278689,5.155679063,116.0,136.0,126.0,121.0,-0.001317229,-1.13938162,132.0,128.0,124.0,121.0,126.4330316,11.0,0.475409836,0.524590164,20.0,27.02404372,1,NA
1.50179204947e+12,1.50179210947e+12,656.8777778,38.60421041,581,722,657.0,629,-0.164524114,-1.111424777,697.0,673.0,645.0,624.2,658.0111701,61.0,0.511111111,0.488888889,141,1507.029838,0.122222222,0.433333333,31.47426272,11,39,21.23015794,19,69.31111111,64.58888889,68.68888889,1.009058557,0.985316667,2.260880165,0.133032822,2.0623,2.6561,2.2257,2.1712,0.693473631,-4.03e-05,2.3877,2.2696,2.2083,2.1549,2.264790686,0.1863,0.421487603,0.578512397,0.5938,0.017845213,125.9836066,5.240109507,116.0,139.0,124.0,124.0,0.588961955,-0.227156148,131.0,126.0,124.0,122.0,126.0925369,7.0,0.426229508,0.573770492,23.0,27.91639344,1,Sing-a-song 1
1.50179201947e+12,1.50179207947e+12,653.4065934,41.43894702,577,722,653.0,629,-0.062105807,-1.251135626,698.0,669.0,634.0,613.0,654.7193006,76.0,0.494505495,0.505494505,145,1736.266178,0.087912088,0.406593407,30.14151806,8,37,20.76851844,21,62.2967033,58.46153846,63.93406593,0.974389825,0.991,2.351268595,0.113993641,2.1446,2.6561,2.3368,2.2204,0.635221136,0.126664507,2.434,2.3784,2.3093,2.2495,2.354030279,0.1465,0.487603306,0.512396694,0.5115,0.013102838,128.442623,5.73034657,120.0,139.0,128.0,133.0,0.138168735,-1.359192945,134.0,131.0,125.0,122.0,128.5703864,10.0,0.491803279,0.508196721,19.0,33.38415301,1,Sing-a-song 1
1.50179198947e+12,1.50179204947e+12,640.7311828,35.40826092,577,713,633.0,613,0.304680825,-0.875893362,677.0,641.8,625.0,610.6,641.7088074,60.0,0.430107527,0.569892473,136,1267.372604,0.086021505,0.301075269,27.10085832,8,28,18.99891799,24,60.61290323,64.35483871,67.98924731,0.891507196,0.993133333,2.358613223,0.116997038,2.1446,2.6317,2.3606,2.312,0.25780704,-0.50545869,2.4581,2.3853,2.3226,2.258,2.36151321,0.1559,0.504132231,0.495867769,0.4871,0.013802376,127.9344262,5.969509556,117.0,139.0,129.0,133.0,-0.162942213,-1.06644805,133.0,130.0,127.0,122.0,128.0736212,10.0,0.540983607,0.459016393,22.0,36.22896175,1,Sing-a-song 1
1.50179195947e+12,1.50179201947e+12,655.1444444,30.72587079,593,713,645.0,633,0.330980711,-1.183116214,689.0,658.6,637.0,629.0,655.8645609,56.0,0.422222222,0.577777778,120,954.6867665,0.055555556,0.322222222,27.63689116,5,29,18.51638349,28,64.18888889,66.02222222,67.3,0.953772495,0.982716667,2.099878512,0.474289859,1.0682,2.6136,2.3193,2.3855,-1.176404207,-0.243775913,2.421,2.3542,2.269,1.3944,2.152775101,0.405,0.73553719,0.26446281,1.5454,0.226825461,121.6229508,5.70062963,114.0,133.0,120.0,120.0,0.505160527,-1.090773295,129.0,122.0,119.0,116.0,121.7564756,10.0,0.426229508,0.573770492,19.0,33.03879781,1,Sing-a-song 1
1.50179192947e+12,1.50179198947e+12,638.032967,44.97116306,521,713,641.0,645,-0.464037081,-0.216811202,681.0,645.0,629.0,601.0,639.6158789,65.0,0.505494505,0.494505495,192,2044.876679,0.032967033,0.32967033,26.35795085,3,30,16.9830708,21,63.13186813,61.54945055,64.68131868,0.976044852,0.967683333,1.454929752,0.53065494,0.9831,2.5023,1.1727,2.3855,0.927539619,-0.891261386,2.25,1.3069,1.1115,1.0401,1.548681778,0.9376,0.289256198,0.710743802,1.5192,0.283941288,125.2459016,9.508677207,114.0,147.0,123.0,120.0,0.700326048,-0.636231234,133.0,127.0,120.0,116.0,125.6063327,14.0,0.426229508,0.573770492,33.0,91.92185792,1,Sing-a-song 1
1.50179189947e+12,1.50179195947e+12,594.5858586,40.00732511,521,697,585.0,573,0.714461915,-0.121198889,626.6,593.0,577.0,562.8,595.9303057,52.0,0.393939394,0.606060606,176,1616.918573,0.01010101,0.151515152,16.7545303,1,15,11.39190547,12,57.82828283,57.54545455,55.91919192,1.034140173,0.981066667,1.102904959,0.122021449,0.8412,1.3122,1.1215,0.8426,-0.573717472,-0.468978164,1.2081,1.1639,1.0874,1.0028,1.109634436,0.1789,0.570247934,0.429752066,0.471,0.015013311,133.6065574,7.062435117,123.0,148.0,132.0,138.0,0.436754922,-0.780193488,138.0,136.0,131.0,127.0,133.7930871,11.0,0.459016393,0.540983607,25.0,50.70928962,1,Sing-a-song 1
1.50179186947e+12,1.50179192947e+12,577.4854369,17.87163728,540,621,577.0,573,0.321049944,0.105134937,589.0,581.0,573.0,564.4,577.7619105,20.0,0.427184466,0.572815534,81,322.5267466,0.0,0.029126214,10.6292235,0,3,6.815128929,25,55.14563107,56.7961165,62.22330097,0.886253706,0.99135,1.04782562,0.137956888,0.8412,1.3122,1.0181,0.8426,0.239202619,-1.292279265,1.1956,1.0793,0.9632,0.9224,1.056868314,0.2402,0.446280992,0.553719008,0.471,0.019190704,134.1147541,6.062781812,125.0,148.0,133.0,138.0,0.447331663,-0.623424844,138.0,136.0,131.0,129.0,134.251721,9.0,0.459016393,0.540983607,23.0,37.36994536,1,Sing-a-song 1
1.50179183947e+12,1.50179189947e+12,623.2,54.01863226,549,733,597.0,577,0.444899825,-1.37415298,689.0,636.2,585.0,576.2,625.5367716,100.0,0.421052632,0.578947368,184,2949.055319,0.0,0.147368421,16.24218306,0,14,11.17450779,1,73.70526316,65.28421053,69.87368421,1.054835794,0.986733333,0.99835124,0.07929108,0.7785,1.146,0.9936,1.0817,-0.20576241,-0.393184019,1.0777,1.0179,0.9651,0.9425,1.001495019,0.1215,0.47107438,0.52892562,0.3675,0.006339468,139.0819672,12.67409269,127.0,168.0,134.0,128.0,1.139008629,0.013811333,146.0,138.0,132.0,129.0,139.658248,14.0,0.37704918,0.62295082,41.0,163.3098361,1,Sing-a-song 1
1.50179180947e+12,1.50179186947e+12,669.5930233,31.08068192,577,733,673.0,665,-0.500107343,0.015624734,697.0,681.0,665.0,641.0,670.3139754,40.0,0.534883721,0.465116279,156,977.3735978,0.011627907,0.337209302,21.78192785,1,29,13.31542164,20,67.54651163,62.41860465,70.19767442,0.962232897,0.95975,1.077599174,0.088593038,0.7785,1.264,1.0868,1.0817,-0.850645924,1.635218297,1.1343,1.101,1.0773,1.0163,1.081234806,0.0849,0.595041322,0.404958678,0.4855,0.007914132,132.5081967,16.49801076,115.0,168.0,128.0,120.0,1.011139431,-0.314287287,146.0,128.0,127.0,120.0,133.5312943,20.0,0.31147541,0.68852459,53.0,276.720765,1,NA
1.50179177947e+12,1.50179183947e+12,689.8117647,43.33793179,613,785,681.0,657,0.332826468,-0.768090905,734.6,698.6,673.0,656.2,691.1717927,61.0,0.411764706,0.588235294,172,1900.535574,0.058823529,0.4,25.56644006,5,34,15.62249526,7,70.64705882,74.98823529,67.02352941,1.054063542,0.977233333,1.058323141,0.16140003,0.751,1.3319,1.1003,0.751,-0.652926862,-0.619262909,1.1893,1.1169,1.0689,0.8957,1.070559592,0.1518,0.628099174,0.371900826,0.5809,0.026267053,126.7540984,10.51876658,115.0,147.0,123.0,120.0,0.995020388,-0.385346414,136.0,125.0,120.0,120.0,127.1898027,10.0,0.393442623,0.606557377,32.0,112.4885246,1,NA
1.50179174947e+12,1.50179180947e+12,719.6626506,32.41384395,641,785,721.0,713,-0.344606101,-0.147721687,745.6,729.8,713.0,694.6,720.3922459,40.5,0.518072289,0.481927711,144,1063.470173,0.072289157,0.457831325,26.96746007,6,38,15.76689202,29,69.69879518,68.20481928,78.24096386,0.890822298,0.995533333,0.938196694,0.155267304,0.751,1.3319,0.8929,0.949,1.028791992,0.022203341,1.0401,0.9254,0.8653,0.8076,0.950957924,0.1855,0.371900826,0.628099174,0.5809,0.024308835,136.8196721,13.69397163,119.0,165.0,130.0,130.0,0.627618646,-0.7948049,147.0,138.0,130.0,125.0,137.5032637,19.0,0.409836066,0.590163934,46.0,190.6502732,1,rest6
1.50179171947e+12,1.50179177947e+12,719.0,32.56992478,585,786,721.0,725,-0.7803911,2.21661195,745.8,726.6,713.6,693.0,719.7373132,41.0,0.525,0.475,201,1074.227848,0.075,0.525,89.29302095,6,42,82.99680867,26,70.7625,69.3625,73.6125,0.961283749,0.958666667,0.924195041,0.096580035,0.7992,1.1778,0.8972,0.8493,1.425514335,1.269845276,0.9585,0.9176,0.8811,0.8526,0.929227732,0.0914,0.371900826,0.628099174,0.3786,0.009405434,140.0983607,11.62488134,128.0,165.0,138.0,130.0,0.743550619,-0.691006572,149.0,141.0,132.0,130.0,140.5798297,19.0,0.409836066,0.590163934,37.0,137.3901639,1,rest6
1.50179168947e+12,1.50179174947e+12,701.9753086,46.50049125,585,793,705.0,725,-0.142668842,-0.807076235,749.0,721.0,693.0,657.0,703.5137736,76.0,0.518518519,0.481481481,208,2189.324383,0.049382716,0.49382716,31.02315099,4,40,19.68923587,17,63.45679012,70.82716049,72.35802469,0.87698345,0.947666667,0.997633884,0.110021418,0.8425,1.2175,0.9658,0.9783,0.640751303,-0.922909662,1.1524,0.9833,0.948,0.9045,1.00368226,0.1831,0.297520661,0.702479339,0.375,0.012205585,133.0983607,9.325981543,120.0,152.0,132.0,120.0,0.32900199,-0.942932709,142.0,136.0,128.0,125.0,133.4246886,13.0,0.459016393,0.540983607,32.0,88.42349727,1,rest6
1.50179165947e+12,1.50179171947e+12,708.4146341,46.87033261,609,793,721.0,649,-0.349690439,-1.02653304,752.4,729.0,705.0,657.8,709.9634652,86.25,0.573170732,0.426829268,184,2223.949413,0.06097561,0.426829268,78.49832899,5,35,72.72679289,8,72.59756098,73.08536585,71.62195122,1.013621658,0.968166667,1.051528099,0.090865438,0.9192,1.2199,1.0189,0.9783,0.44998045,-1.212439796,1.1644,1.0648,0.995,0.9715,1.055446764,0.157,0.429752066,0.570247934,0.3007,0.008325332,131.0163934,6.834079988,120.0,146.0,131.0,120.0,-0.025942963,-0.888171646,137.0,133.0,129.0,125.0,131.1945121,10.0,0.491803279,0.508196721,26.0,47.48306011,1,rest6
1.50179162947e+12,1.50179168947e+12,735.4375,31.08691194,609,817,737.0,721,-0.829811326,2.422366036,761.0,745.0,729.0,717.0,736.094228,37.75,0.5125,0.4875,208,978.6289557,0.0875,0.45,79.99414536,7,36,73.53374725,27,74.325,73.2125,73.8625,1.006261635,0.980583333,1.04024876,0.080960731,0.7731,1.2199,1.0276,0.9874,-0.074829757,0.878219481,1.1051,1.0528,1.0061,0.9906,1.04339452,0.0859,0.454545455,0.545454545,0.4468,0.006609262,136.4098361,5.445338055,124.0,146.0,137.0,138.0,-0.334550135,-0.475340024,142.0,138.0,135.0,132.0,136.5184789,7.0,0.524590164,0.475409836,22.0,30.14590164,1,rest6
1.50179159947e+12,1.50179165947e+12,719.9878049,37.07819486,621,817,725.0,725,-0.414232838,0.354213791,745.8,729.0,717.0,693.0,720.9419059,46.25,0.585365854,0.414634146,196,1391.765282,0.06097561,0.43902439,26.94163788,5,36,15.51659829,18,69.57317073,69.42682927,67.95121951,1.023869347,0.983983333,0.902282645,0.123565653,0.6992,1.149,0.8674,0.9874,0.158954062,-1.310682017,1.0133,0.9869,0.8398,0.7748,0.910704365,0.2144,0.462809917,0.537190083,0.4498,0.015395708,136.9672131,7.977359794,124.0,155.0,136.0,132.0,0.532293053,-0.275534742,143.0,138.0,135.0,129.0,137.1993285,10.0,0.491803279,0.508196721,31.0,64.6989071,1,rest6
1.50179156947e+12,1.50179162947e+12,697.3253012,29.77793654,621,785,701.0,701,-0.044681734,0.307589047,721.8,701.2,693.0,677.0,697.9608164,36.0,0.530120482,0.469879518,164,897.5392301,0.024096386,0.34939759,23.01609743,2,29,14.07626147,23,65.89156627,66.36144578,76.55421687,0.860717658,0.964633333,0.844286777,0.062852094,0.6992,0.9442,0.866,0.8774,-0.540540572,-0.934854418,0.9016,0.8792,0.8436,0.7748,0.846623026,0.104,0.595041322,0.404958678,0.245,0.003983306,130.3278689,9.494987999,120.0,155.0,128.0,132.0,1.30996374,1.076517388,132.0,131.0,127.0,122.0,130.673288,9.0,0.426229508,0.573770492,35.0,91.65737705,1,NA
1.50179153947e+12,1.50179159947e+12,685.4418605,21.83798944,641,742,685.0,677,0.124067131,-0.453503195,705.0,689.0,677.0,669.0,685.7896484,28.0,0.453488372,0.546511628,101,482.5083447,0.0,0.360465116,20.56238714,0,31,11.63656093,25,70.19767442,62.27906977,70.95348837,0.989347755,0.982466667,0.913847107,0.096945158,0.7247,1.1363,0.9063,0.8774,-0.039119054,0.036013587,0.9819,0.9188,0.8941,0.8688,0.918974918,0.0834,0.438016529,0.561983471,0.4116,0.009476683,127.2786885,5.566678226,120.0,140.0,127.0,123.0,0.438042702,-0.94904013,132.0,128.0,125.0,122.0,127.4003629,9.0,0.426229508,0.573770492,20.0,31.50437158,1,NA
1.50179150947e+12,1.50179156947e+12,697.8452381,49.12508186,617,869,685.0,673,0.978953486,1.117446823,729.0,696.2,678.6,659.4,699.5721907,56.0,0.392857143,0.607142857,252,2442.349254,0.035714286,0.44047619,25.05463909,3,37,14.99460396,13,75.30952381,75.97619048,60.42857143,1.246256895,0.976983333,0.856364463,0.136613254,0.4533,1.1363,0.8204,0.8231,-0.144798336,0.519177883,0.9819,0.8488,0.7965,0.7576,0.867192755,0.1912,0.388429752,0.611570248,0.683,0.018818708,140.7213115,14.18857905,122.0,170.0,137.0,147.0,0.781220369,-0.32000588,147.0,141.0,136.0,127.0,141.4348022,17.0,0.409836066,0.590163934,48.0,204.6710383,1,NA
1.50179147947e+12,1.50179153947e+12,735.75,51.67675977,617,869,743.0,749,-0.345018696,0.252234642,774.6,749.0,729.0,699.4,737.5625736,63.25,0.5375,0.4625,252,2704.291139,0.0875,0.4875,29.64430485,7,39,17.29547548,18,73.9625,74.8625,78.325,0.944302585,0.981,0.727795041,0.108163752,0.4533,0.8662,0.7757,0.8231,-0.858067637,-0.514965853,0.8169,0.7899,0.7546,0.5828,0.735788706,0.1675,0.661157025,0.338842975,0.4129,0.011796892,147.0327869,13.65015728,129.0,175.0,142.0,147.0,0.703927134,-0.789403076,164.0,147.0,140.0,134.0,147.6650508,18.0,0.327868852,0.672131148,46.0,189.4322404,1,Infant Crying7-3
1.50179144947e+12,1.50179150947e+12,742.2435897,34.68620723,661,834,741.0,729,0.190691001,0.235733273,769.0,749.0,732.2,714.6,743.0536182,40.75,0.487179487,0.512820513,173,1218.758075,0.076923077,0.448717949,28.61380786,6,35,16.19143506,23,74.32051282,77.97435897,77.08974359,0.964077831,0.964916667,0.70236281,0.091710336,0.4612,0.8662,0.7168,0.5813,-0.380032384,-0.777858952,0.7883,0.7467,0.6827,0.5834,0.708324998,0.1285,0.520661157,0.479338843,0.405,0.008480876,136.0163934,12.49720205,122.0,175.0,134.0,134.0,1.696080763,2.649230087,141.0,136.0,131.0,126.0,136.589309,11.0,0.327868852,0.672131148,53.0,158.7830601,1,Infant Crying7-3
1.50179141947e+12,1.50179147947e+12,727.9012346,34.87140572,645,814,729.0,761,-0.209826178,0.010923815,757.0,741.0,721.0,701.0,728.7360443,48.0,0.555555556,0.444444444,169,1231.215123,0.037037037,0.419753086,24.96147031,3,34,14.38454031,17,73.95061728,73.79012346,70.38271605,1.050692861,0.982666667,0.808050413,0.102076914,0.4612,0.9735,0.8164,0.8586,-0.488470177,-0.165591221,0.9151,0.8513,0.7857,0.7144,0.814472324,0.1607,0.52892562,0.47107438,0.5123,0.010506527,130.6885246,8.033823954,122.0,149.0,127.0,122.0,0.71349611,-0.785686049,138.0,130.0,126.0,124.0,130.9352236,14.0,0.393442623,0.606557377,27.0,65.61803279,1,NA
1.50179138947e+12,1.50179144947e+12,717.2168675,34.7060108,637,781,721.0,721,-0.287986177,-0.622071015,751.4,729.0,712.2,689.0,718.0560857,48.0,0.554216867,0.445783133,144,1219.196297,0.012048193,0.469879518,25.08035865,1,39,13.36999224,18,67.09638554,70.42168675,79.12048193,0.848028019,0.99215,0.912682645,0.089626783,0.7387,1.081,0.9208,0.7739,-0.072297953,-0.787219972,0.9905,0.9363,0.8901,0.8335,0.917072827,0.1225,0.545454545,0.454545455,0.3423,0.008099902,132.1803279,9.149949739,122.0,167.0,132.0,132.0,1.326668779,2.094137741,138.0,132.0,128.0,124.0,132.4966439,10.0,0.31147541,0.68852459,45.0,85.11693989,1,crying rest 2
1.50179135947e+12,1.50179141947e+12,725.5925926,38.34211744,637,809,725.0,721,-0.178334698,-0.480252394,761.0,733.0,721.0,693.0,726.6049328,60.0,0.49382716,0.50617284,172,1488.494444,0.049382716,0.555555556,30.53010809,4,45,16.18409231,22,74.64197531,75.72839506,71.91358025,1.037939914,0.97955,0.839966942,0.1249612,0.7228,1.081,0.7646,0.7228,0.727154723,-1.220951312,0.9905,0.7785,0.7559,0.7387,0.849211261,0.2295,0.355371901,0.644628099,0.3582,0.015745429,132.2786885,7.342066416,122.0,167.0,132.0,132.0,2.126713417,7.400634113,136.0,132.0,131.0,127.0,132.4822908,7.0,0.37704918,0.62295082,45.0,54.80437158,1,crying rest 2
1.50179132947e+12,1.50179138947e+12,745.1153846,30.57650379,657,809,741.0,733,-0.322710112,0.150785422,769.0,761.0,733.0,721.0,745.7424884,40.0,0.487179487,0.512820513,152,947.0644356,0.128205128,0.602564103,35.0236762,10,47,18.54568739,32,76.78205128,76.07692308,77.29487179,0.993365401,0.96865,0.682992562,0.084740679,0.5355,0.77,0.7277,0.5391,-0.818011674,-1.061420515,0.7491,0.7326,0.7235,0.5696,0.688229484,0.1556,0.652892562,0.347107438,0.2345,0.007240824,127.3606557,6.062604501,119.0,141.0,125.0,122.0,0.694730074,-0.880774868,134.0,127.0,124.0,122.0,127.5048697,11.0,0.360655738,0.639344262,22.0,37.36775956,1,crying rest 2
1.50179129947e+12,1.50179135947e+12,735.8,35.51774205,661,813,733.0,733,-0.016341254,-0.499616291,765.8,745.0,725.6,708.4,736.6567382,48.25,0.475,0.525,152,1277.478481,0.1625,0.525,34.39311088,13,42,20.21827691,27,73.3125,74.9625,73.5125,0.997279374,0.981066667,0.597908264,0.063397893,0.5355,0.7515,0.5758,0.5391,1.237951847,0.156631653,0.6469,0.5859,0.5686,0.5477,0.601259998,0.0495,0.272727273,0.727272727,0.216,0.004052787,128.9180328,8.302271232,119.0,146.0,126.0,122.0,0.802945797,-0.785020511,139.0,128.0,124.0,122.0,129.1850877,13.0,0.360655738,0.639344262,27.0,70.07650273,1,crying rest 2
1.50179126947e+12,1.50179132947e+12,725.1829268,37.49475672,645,813,727.0,701,-0.086859293,-0.508637868,757.0,741.0,714.6,693.0,726.1515917,52.75,0.5,0.5,168,1423.213038,0.06097561,0.43902439,28.07683461,5,36,17.58366245,20,72.59756098,73.0,68.8902439,1.053814834,0.991083333,0.60688843,0.03897265,0.5466,0.672,0.6033,0.5677,0.161856324,-1.331827823,0.6535,0.6172,0.5894,0.5686,0.608138499,0.0735,0.47107438,0.52892562,0.1254,0.001531525,138.8852459,11.76839106,119.0,172.0,139.0,129.0,0.366232865,-0.493443049,150.0,143.0,135.0,129.0,139.3829493,17.0,0.508196721,0.491803279,53.0,140.8032787,1,crying rest 2
1.50179123947e+12,1.50179129947e+12,735.5185185,44.08216546,645,830,738.0,717,0.139694535,-0.392584192,765.0,749.0,721.0,697.0,736.8383326,56.0,0.518518519,0.481481481,185,1967.527778,0.074074074,0.49382716,29.5533416,6,40,17.88782757,20,73.24691358,73.64197531,77.80246914,0.94144716,0.99295,0.689446281,0.0598308,0.6033,0.82,0.6712,0.6308,0.530857783,-0.8098521,0.7497,0.6937,0.6619,0.6332,0.692037498,0.0902,0.41322314,0.58677686,0.2167,0.003609556,144.2131148,11.45069939,123.0,172.0,146.0,129.0,-0.250533733,-0.732551827,155.0,150.0,143.0,130.0,144.6670003,16.0,0.573770492,0.426229508,49.0,133.3038251,1,NA
1.50179120947e+12,1.50179126947e+12,741.0506329,35.77775942,665,829,737.0,717,0.491256997,0.090585004,765.0,745.8,730.0,715.4,741.9138013,44.0,0.430379747,0.569620253,164,1296.458942,0.050632911,0.506329114,27.6885147,4,40,16.06528942,23,74.64556962,76.01265823,73.88607595,1.010279253,0.975716667,0.837080165,0.116152221,0.6689,1.0661,0.82,0.6689,0.322618138,-1.12423445,0.9551,0.8624,0.7827,0.7198,0.845100315,0.203,0.462809917,0.537190083,0.3972,0.013603766,141.3278689,9.740436775,123.0,160.0,141.0,152.0,-0.085764168,-0.994250475,152.0,145.0,139.0,131.0,141.6631308,17.0,0.491803279,0.508196721,37.0,96.45737705,1,NA
1.50179117947e+12,1.50179123947e+12,743.835443,20.94019838,685,785,741.0,725,-0.056245138,-0.510156824,765.0,749.0,737.0,725.0,744.1301353,32.0,0.481012658,0.518987342,100,444.1135995,0.0,0.46835443,23.05178118,0,37,12.51458058,30,77.34177215,75.15189873,75.70886076,1.0215683,0.979383333,1.084755372,0.17520817,0.82,1.4533,1.0661,0.82,0.308454722,-1.007784932,1.253,1.1291,1.0085,0.9095,1.098813961,0.2819,0.47107438,0.52892562,0.6333,0.030953719,137.5245902,10.285445,122.0,154.0,138.0,129.0,0.05172671,-1.409484394,150.0,141.0,133.0,127.0,137.9086773,18.0,0.508196721,0.491803279,32.0,107.5535519,1,crying rest 1
1.50179114947e+12,1.50179120947e+12,757.7402597,31.90464795,709,865,753.0,741,1.260436298,2.106168433,776.2,765.0,745.4,730.6,758.4116348,36.0,0.454545455,0.545454545,156,1031.300068,0.051948052,0.532467532,31.69037709,4,41,19.77934276,29,76.79220779,78.98701299,70.07792208,1.095811712,0.972433333,1.323276033,0.1346036,1.0661,1.5833,1.3234,1.0661,-0.064541925,-0.80052452,1.4468,1.3551,1.3095,1.182,1.330104353,0.2017,0.504132231,0.495867769,0.5172,0.018269114,140.9836066,14.61247143,122.0,167.0,140.0,124.0,0.142699378,-1.378771487,154.0,146.0,136.0,124.0,141.7388501,27.0,0.491803279,0.508196721,45.0,217.0830601,1,crying rest 1
1.50179111947e+12,1.50179117947e+12,761.025974,31.73714037,709,865,757.0,737,1.081094323,1.759252157,780.4,765.6,751.2,737.0,761.6874551,40.0,0.415584416,0.584415584,156,1020.499316,0.051948052,0.493506494,31.68658192,4,38,19.85143488,25,77.42857143,78.66233766,70.02597403,1.105712166,0.97665,1.44008595,0.086037568,1.2875,1.6452,1.4292,1.2875,0.245732257,-0.77213019,1.5255,1.4645,1.4047,1.3627,1.442653807,0.1279,0.462809917,0.537190083,0.3577,0.00746415,141.1147541,14.27837797,120.0,167.0,140.0,149.0,0.084595949,-1.176179093,153.0,149.0,138.0,124.0,141.8352774,24.0,0.475409836,0.524590164,47.0,207.2699454,1,crying rest 1
1.50179108947e+12,1.50179114947e+12,764.1948052,23.56204242,713,833,765.0,737,0.187551411,-0.075763737,784.2,769.6,757.4,743.4,764.5579573,29.0,0.506493506,0.493506494,120,562.4747095,0.038961039,0.506493506,27.88958493,3,39,15.2029837,33,79.12987013,80.96103896,69.92207792,1.131686478,0.980716667,1.461778512,0.137020862,1.2067,1.813,1.4489,1.5086,0.412449079,-0.070692449,1.5496,1.4929,1.4122,1.3625,1.468186342,0.1551,0.479338843,0.520661157,0.6063,0.018931173,129.9016393,10.84118576,120.0,149.0,125.0,121.0,0.844949538,-0.92589349,142.0,128.0,122.0,121.0,130.3532401,19.0,0.344262295,0.655737705,29.0,119.4901639,1,crying rest 1
