Start,End,mean,standard deviation,min,max,median,mode,skew,Kurtosis,80_percentile,60_percentile,40_percentile,20_percentile,RMS,IQR,count>mean,count<mean,range,COV_M,pNN50,pNN20,RMSSD,nn50,nn20,SDSD,zcross,Lf,MF,HF,Lf/HF,Count,Participant,Activity
1.51E+12,1.51E+12,741.5316456,49.01713352,621,853,741,765,0.052381693,-0.293216887,777,756.8,725,697,743.1499585,66,0.493670886,0.506329114,232,2433.48296,0.189873418,0.569620253,36.98284426,15,45,22.03034561,23,75.27848101,74.60759494,77.51898734,0.971097322,0.97635,15,NA
1.51E+12,1.51E+12,739.6455696,41.81969676,657,833,733,725,0.325063308,-0.599077843,773,749,725,697,740.826873,64.5,0.481012658,0.518987342,176,1771.308666,0.139240506,0.53164557,85.2439185,11,42,77.35848249,20,72.5443038,73.35443038,77.75949367,0.932931792,0.973866667,15,Cry
1.51E+12,1.51E+12,753.4078947,44.56165972,657,841,751,749,-0.067281861,-0.794363913,793,765,741,709,754.7245838,68,0.473684211,0.526315789,184,2012.21807,0.144736842,0.539473684,87.06521321,11,41,78.96357493,18,83.10526316,70.71052632,77.30263158,1.07506383,0.954316667,15,NA
1.51E+12,1.51E+12,795.0945946,54.13026553,693,929,785,785,0.600221933,0.152010925,833,805,774.6,749,796.9350664,71,0.459459459,0.540540541,236,2970.223806,0.189189189,0.527027027,41.22873051,14,39,26.02999987,20,83.5,90.7027027,76.85135135,1.0865131,0.980616667,15,Cry-Rest
1.51E+12,1.51E+12,790.96,58.25814736,688,929,785,829,0.470657712,-0.168342512,833,805,767.4,741,793.1025995,80,0.493333333,0.506666667,241,3439.876757,0.266666667,0.573333333,45.6706778,20,43,28.34425233,22,70.64,77.74666667,72.04,0.980566352,0.9887,15,Cry-Rest
1.51E+12,1.51E+12,781.0789474,45.48677169,688,886,777,777,0.20048914,-0.532989026,821,793,765,741,782.402306,60,0.447368421,0.552631579,198,2096.633684,0.302631579,0.657894737,46.74498191,23,50,27.03594315,26,86.42105263,73.51315789,86.52631579,0.998783455,0.989366667,15,Cry-Rest
1.51E+12,1.51E+12,793.52,42.50971967,704,886,789,777,0.152062459,-0.838032301,837,806.6,777,753,794.6578299,68,0.466666667,0.533333333,182,1831.496216,0.36,0.68,48.9312811,27,51,27.1175107,33,74.16,82.29333333,72.77333333,1.019054599,0.9919,15,Cry-Rest
1.51E+12,1.51E+12,793.4189189,43.04868606,685,861,799,809,-0.240255272,-0.802424304,833,809,778.6,753,794.5859112,67.25,0.513513514,0.486486486,176,1878.575528,0.351351351,0.675675676,46.2254748,26,50,25.67659043,30,76.36486486,86.97297297,78.56756757,0.971964224,0.97855,15,Cry-Rest
1.51E+12,1.51E+12,801.2083333,45.72561205,685,898,809,813,-0.170356986,-0.667561993,844.2,813,788.2,757,802.5120716,70,0.541666667,0.458333333,213,2120.27993,0.388888889,0.736111111,50.92403306,28,53,27.77025277,29,76.54166667,75.52777778,79.76388889,0.959602995,0.96145,15,Cry-Rest
1.51E+12,1.51E+12,808.4520548,46.7450213,717,901,809,813,0.087273219,-0.884360745,853,821,793,758.6,809.8023351,72,0.506849315,0.493150685,184,2215.445586,0.424657534,0.780821918,53.53166249,31,57,27.88649558,29,75.97260274,79.54794521,92.10958904,0.824806663,0.983616667,15,NA
1.51E+12,1.51E+12,797.0405405,44.67251383,709,901,795,773,0.246774937,-0.476267899,841,805,784.2,757,798.291461,62.75,0.486486486,0.513513514,192,2022.970937,0.27027027,0.662162162,44.56210074,20,49,25.09835036,25,74.14864865,83.71621622,73,1.015734913,0.983016667,15,NA
1.51E+12,1.51E+12,783.16,40.01467731,701,885,781,773,0.073276686,-0.458023998,817.8,797,773,751.2,784.1815861,60,0.493333333,0.506666667,184,1622.811892,0.173333333,0.64,38.03767691,13,48,20.30911593,30,69.57333333,83.93333333,75.93333333,0.916242318,0.97895,15,Cry-Rest
1.51E+12,1.51E+12,793.8219178,42.33374976,701,885,797,745,-0.061281932,-0.703584169,833,809.8,780.2,753,794.9499252,64,0.520547945,0.479452055,184,1817.037291,0.260273973,0.643835616,44.9938963,19,47,24.78913252,28,75.32876712,76.68493151,87.34246575,0.862452949,0.965816667,15,Cry-Rest
1.51E+12,1.51E+12,777.1333333,45.93744539,689,885,777,781,0.080700602,-0.944060752,825,786.6,759.4,733,778.4898629,82,0.493333333,0.506666667,196,2138.765766,0.253333333,0.613333333,44.17104347,19,46,25.09303362,27,74.17333333,80.68,69.41333333,1.068574721,0.971416667,15,Cry-Rest
1.51E+12,1.51E+12,772.7972973,43.46293224,689,861,775,781,0.11664172,-0.866146739,810.6,785,756.2,731.4,774.0185328,71.25,0.540540541,0.459459459,172,1914.903554,0.243243243,0.648648649,43.27383736,18,48,23.95043348,28,71.86486486,85.39189189,74.36486486,0.966381973,0.953116667,15,Cry-Rest
1.51E+12,1.51E+12,808.0684932,49.71792454,713,933,805,789,0.207284704,-0.55317292,853,821,789,765,809.5965425,76,0.493150685,0.506849315,220,2506.203577,0.356164384,0.684931507,53.01847162,26,50,30.99618841,26,81.46575342,80.20547945,90.61643836,0.899017385,0.98315,15,Cry-Rest
1.51E+12,1.51E+12,809.8219178,52.37440096,697,933,805,789,0.10709173,-0.681864763,855.4,825.8,789,765,811.5137808,80,0.479452055,0.520547945,236,2781.17618,0.438356164,0.712328767,55.29391166,32,52,30.64082798,27,79,73.17808219,87.89041096,0.898846633,0.985283333,15,Cry-Rest
1.51E+12,1.51E+12,787.0533333,46.84410837,705,893,781,765,0.325575154,-0.76754656,837,790.6,767.4,744.8,788.4461427,74,0.426666667,0.573333333,188,2224.024144,0.32,0.666666667,45.18236322,24,50,24.71368923,24,73.14666667,80.14666667,72.57333333,1.007900055,0.983816667,15,NA
1.51E+12,1.51E+12,751.164557,44.30602164,668,869,744,717,0.777790602,0.058532191,782.6,757,733,711.4,752.4700759,55.5,0.443037975,0.556962025,201,1988.190523,0.126582278,0.506329114,34.0184716,10,40,20.25204432,19,75.07594937,72.48101266,71.17721519,1.054775031,0.989033333,15,NA
1.51E+12,1.51E+12,733.2098765,32.40778601,668,841,729,709,0.630994348,0.414454427,757,741,720,705,733.9257372,44,0.444444444,0.555555556,173,1063.392901,0.086419753,0.567901235,30.96247729,7,46,16.41988124,30,71.14814815,74.0617284,75.24691358,0.945529122,0.989833333,15,NA
1.51E+12,1.51E+12,760.2307692,42.12585633,681,853,754.5,753,0.237751391,-0.658567676,801,765.8,749,725,761.3970122,66.25,0.448717949,0.551282051,172,1797.634366,0.217948718,0.602564103,37.45820181,17,47,21.1599854,27,81.33333333,80.44871795,77.98717949,1.042906461,0.9883,15,NA
1.51E+12,1.51E+12,750.1012658,53.99498217,653,853,749,749,0.045307364,-0.919301832,802.2,760.2,734.6,701,752.0421312,82,0.46835443,0.53164557,200,2952.835768,0.215189873,0.443037975,36.04733355,17,35,23.29066259,21,72.69620253,67.51898734,69.55696203,1.045131938,0.987633333,15,Rest1
1.51E+12,1.51E+12,747.3164557,52.27787108,653,869,745,789,0.169893452,-0.500403073,790.6,757,733.6,701,749.1427506,76.5,0.493670886,0.506329114,216,2768.013957,0.164556962,0.481012658,34.36344211,13,38,21.45064515,22,76.18987342,80.69620253,82.17721519,0.927141097,0.983966667,15,Rest1
1.51E+12,1.51E+12,768.9090909,39.56621339,701,869,769,701,0.450763209,-0.137026314,800.2,781,757,733.6,769.926409,56,0.519480519,0.480519481,168,1586.083732,0.194805195,0.597402597,37.48789278,15,46,20.40600707,26,80.35064935,79.8961039,67.2987013,1.193940563,0.986766667,15,Rest1
1.51E+12,1.51E+12,762.0384615,36.58689772,701,857,759,701,0.327480248,-0.565983335,796.2,773,747.4,726.2,762.9162588,52,0.487179487,0.512820513,156,1355.985514,0.141025641,0.525641026,34.65713322,11,41,21.08339864,26,79.83333333,78.91025641,75.26923077,1.060637029,0.99065,15,Rest1
1.51E+12,1.51E+12,782.5131579,47.29289849,669,873,776.5,769,-0.004815731,-0.754629761,829,793,769,741,783.9409803,71,0.473684211,0.526315789,204,2266.439825,0.210526316,0.592105263,39.34835871,16,45,24.62138547,16,84.78947368,73.77631579,83.88157895,1.010823529,0.991183333,15,Rest1
1.51E+12,1.51E+12,792.5066667,50.69263545,665,885,801,825,-0.528373277,-0.363211527,837.8,814.6,785,744.2,794.1262872,74,0.56,0.44,220,2604.46955,0.293333333,0.64,44.73858,22,48,26.30367135,25,75.18666667,80.68,67.33333333,1.116633663,0.990633333,15,Rest1
1.51E+12,1.51E+12,780.8533333,56.58331753,665,893,777,717,0.027740773,-0.831277776,829,798.6,764.2,721,782.90076,88,0.493333333,0.506666667,228,3244.937658,0.266666667,0.6,44.84884524,20,45,26.72911827,17,67.76,83.82666667,80.36,0.843205575,0.976066667,15,NA
1.51E+12,1.51E+12,741.4358974,60.62867007,645,893,721,697,0.892001701,-0.044024008,790.6,741.8,715.4,692,743.9106301,72,0.397435897,0.602564103,248,3723.57376,0.166666667,0.58974359,38.58619879,13,46,22.83325077,15,71.82051282,76.08974359,73.67948718,0.974769445,0.963866667,15,NA
1.51E+12,1.51E+12,722.8148148,41.05314566,645,812,713,697,0.466590458,-0.557707233,753,725,705,689,723.9797078,51,0.432098765,0.567901235,167,1706.427778,0.12345679,0.50617284,32.62705932,10,41,19.64491028,23,73.71604938,72.87654321,71.88888889,1.025416452,0.9758,15,Game
1.51E+12,1.51E+12,712.4320988,44.90262119,644,812,705,705,0.596149098,-0.568336901,749,713,697,673,713.8457402,64,0.419753086,0.580246914,168,2041.448457,0.12345679,0.469135802,31.61376883,10,38,19.25167897,12,66.88888889,66.83950617,66.40740741,1.007250418,0.961783333,15,Game
1.51E+12,1.51E+12,690.5411765,26.0639724,636,785,693,705,0.436547822,0.675531633,709.6,700,683.4,665,691.0328842,39,0.541176471,0.458823529,149,687.4179272,0.047058824,0.470588235,26.35336791,4,40,14.93284286,32,66.18823529,74.21176471,64.4,1.027767629,0.978266667,15,Game
1.51E+12,1.51E+12,731.7160494,57.78530604,636,893,713,697,1.079763986,0.449576466,781,721,705,693,733.9942224,56,0.320987654,0.679012346,257,3380.880864,0.061728395,0.469135802,30.92895084,5,38,19.78255229,7,81.12345679,74.60493827,69.7654321,1.162803044,0.987816667,15,Game
1.51E+12,1.51E+12,766.3866667,60.21470326,649,925,761,781,0.36094973,-0.389086435,817.8,781,744.6,716.2,768.7485501,79.5,0.466666667,0.533333333,276,3674.807928,0.213333333,0.52,101.9942367,16,39,92.92694591,13,73.57333333,81.85333333,66.49333333,1.10647684,0.957983333,15,Game
1.51E+12,1.51E+12,741.0789474,43.16088725,649,841,739,725,0.109097171,-0.533402928,780,753,729,705,742.3347415,58,0.473684211,0.526315789,192,1887.700351,0.210526316,0.539473684,39.49197942,16,41,22.60356993,20,75.97368421,67.39473684,78.25,0.970909702,0.9387,15,Game
1.51E+12,1.51E+12,724.2469136,35.11797783,657,817,721,701,0.259319626,-0.561888052,753,729,713,692,725.0978308,53,0.49382716,0.50617284,160,1248.688272,0.135802469,0.555555556,35.65143756,11,45,19.94548821,34,73.61728395,71.03703704,67.54320988,1.089928715,0.977733333,15,Game
1.51E+12,1.51E+12,732.3797468,42.35692336,657,824,725,701,0.387516345,-0.67623954,769,736.2,716.2,698.8,733.6035731,60,0.417721519,0.582278481,167,1817.110354,0.17721519,0.53164557,39.35205732,14,42,25.42135392,19,72.94936709,79.6835443,78.21518987,0.93267519,0.9643,15,Game
1.51E+12,1.51E+12,758.7179487,49.65467867,665,877,757,769,0.283035002,-0.554298743,803.4,769,737,716.4,760.3410503,64,0.487179487,0.512820513,212,2497.607726,0.269230769,0.602564103,46.76259466,21,47,29.60872062,24,83.07692308,78.5,83.11538462,0.999537251,0.986333333,15,NA
1.51E+12,1.51E+12,742.2405063,56.03981749,640,877,741,689,0.379791827,-0.42585795,781,752.2,729,689,744.3530281,74.5,0.46835443,0.53164557,237,3180.723466,0.227848101,0.632911392,43.20197052,18,50,26.12172487,22,75.93670886,73.70886076,70.25316456,1.080900901,0.977283333,15,NA
1.51E+12,1.51E+12,739.6125,45.00458136,640,833,743,729,-0.262585224,-0.590320046,781,754.6,731.4,696.8,740.9804738,73,0.575,0.425,193,2051.050475,0.1875,0.6125,38.56754719,15,49,21.91797647,24,76.3375,76.9375,73.9875,1.031762122,0.98615,15,Rest- TSST
1.51E+12,1.51E+12,782.6973684,49.45226825,672,909,779,741,0.397092681,-0.148951688,825,789,765,741,784.2580553,58.75,0.473684211,0.526315789,237,2478.13386,0.184210526,0.618421053,42.42970657,14,47,26.43719266,23,78.67105263,81.03947368,85.63157895,0.918715427,0.991416667,15,Rest- TSST
1.51E+12,1.51E+12,797.5405405,50.15521562,672,909,793,789,0.061628258,-0.497653347,845,812.2,784.2,757,799.1160488,71,0.459459459,0.540540541,237,2550.005183,0.297297297,0.675675676,47.80554218,22,50,27.70511963,26,74.36486486,85.17567568,72.94594595,1.019451649,0.983633333,15,Rest- TSST
1.51E+12,1.51E+12,796.1216216,44.26637816,709,885,791,773,0.120897101,-0.764994988,834.6,808.2,777.8,759.4,797.3513333,64,0.486486486,0.513513514,176,1986.354869,0.364864865,0.689189189,46.35317075,27,51,23.6780178,30,70.62162162,87.35135135,79.17567568,0.891961086,0.981883333,15,Rest- TSST
1.51E+12,1.51E+12,789.9866667,52.36652705,661,893,793,773,-0.295456625,-0.520094972,837.8,806.6,773,741,791.7203968,78,0.52,0.48,232,2779.310631,0.373333333,0.653333333,50.64502857,28,49,28.77597915,29,72.68,83.61333333,75.77333333,0.959176491,0.987483333,15,Rest- TSST
1.51E+12,1.51E+12,759.2564103,54.38547975,657,893,753,773,0.16391925,-0.635832475,812.2,773,741,710.6,761.2017321,71,0.461538462,0.538461538,236,2996.19314,0.346153846,0.602564103,50.40910555,27,47,30.66005206,17,76.19230769,79.93589744,76.34615385,0.997984887,0.987033333,15,Rest- TSST
1.51E+12,1.51E+12,773.0263158,53.82989135,657,893,773,793,0.040035692,-0.57582435,821,789,753,729,774.8982786,71.75,0.486842105,0.513157895,236,2936.292632,0.289473684,0.644736842,46.29470812,22,49,26.89642355,15,86.42105263,74.51315789,83.61842105,1.033516916,0.979166667,15,Rest- TSST
1.51E+12,1.51E+12,770.9466667,64.86270492,617,893,785,777,-0.48630956,-0.556876046,825.8,794.6,771.4,708.2,773.6704294,94,0.6,0.4,276,4264.024144,0.226666667,0.706666667,44.85028367,17,53,25.10690223,16,74.28,84.25333333,66.32,1.120024125,0.963683333,15,Rest- TSST
1.51E+12,1.51E+12,750.0506329,58.34356965,617,865,749,729,-0.107283813,-0.767066748,809,769,729.8,699.4,752.3163723,88,0.46835443,0.53164557,248,3447.612788,0.164556962,0.607594937,39.44372817,13,48,23.32548826,15,79.34177215,79.83544304,74.16455696,1.069807134,0.987566667,15,Rest- TSST
1.51E+12,1.51E+12,743.9375,45.23918206,657,865,737,749,0.709498595,0.185621357,770.6,749,729,709,745.3117385,52,0.45,0.55,208,2072.489715,0.1375,0.525,34.28270406,11,42,20.0825328,25,73.7375,72.2875,69.2375,1.064993681,0.991916667,15,Rest- TSST
1.51E+12,1.51E+12,744.5949367,54.38296433,648,865,737,753,0.460010187,-0.375057694,789,753,725.8,701.8,746.5782789,62,0.46835443,0.53164557,217,2995.423564,0.202531646,0.607594937,38.93847876,16,48,22.83704385,22,74.26582278,81.87341772,83.94936709,0.884650181,0.980383333,15,NA
1.51E+12,1.51E+12,742.4358974,63.48017856,629,865,733,721,0.233842628,-0.889688659,800.2,757.6,721,685,745.1448147,95,0.448717949,0.551282051,236,4082.067266,0.217948718,0.512820513,39.38875073,17,40,24.89212182,14,77.52564103,75.21794872,70.33333333,1.102260299,0.965166667,15,NA
1.51E+12,1.51E+12,761.5454545,65.52179085,629,889,769,777,0.012886657,-0.740885476,823.4,780.6,738.6,704.2,764.3589369,85,0.506493506,0.493506494,260,4349.593301,0.207792208,0.506493506,38.9645588,16,39,25.45558568,15,84.15584416,82.5974026,71.4025974,1.178610404,0.977316667,15,NA
1.51E+12,1.51E+12,783.9733333,50.5637481,689,889,781,777,0.354034177,-0.662250913,825.8,790.6,769.8,737,785.6022403,70,0.466666667,0.533333333,200,2591.242523,0.346666667,0.64,46.2075225,26,48,27.24022667,23,68.29333333,79.56,70.97333333,0.962239339,0.979966667,15,NA
1.51E+12,1.51E+12,762.7564103,41.46273764,689,881,761,757,0.552750454,0.220532056,791.4,769.8,755.4,724.4,763.8825171,51.75,0.461538462,0.538461538,192,1741.485348,0.307692308,0.641025641,43.54397687,24,50,24.68626552,25,81.01282051,76.34615385,75.88461538,1.067578983,0.991583333,15,NA
1.51E+12,1.51E+12,718.5060241,56.17343485,608,857,721,721,0.042721787,-0.790421055,771.4,741,701,661,720.6985233,92.5,0.530120482,0.469879518,249,3193.935939,0.168674699,0.578313253,36.61500425,14,48,22.16188882,19,63.89156627,67.20481928,72.09638554,0.886196524,0.993933333,15,NA
1.51E+12,1.51E+12,710.2048193,54.81046401,608,865,705,773,0.446419866,-0.168444583,749,725.6,689,661,712.3166938,79.5,0.481927711,0.518072289,257,3040.823391,0.144578313,0.530120482,34.72118914,12,44,21.95039294,17,75.61445783,70.87951807,79.71084337,0.948609432,0.98245,15,arithmetic
1.51E+12,1.51E+12,715.1728395,58.71016698,601,865,716,705,0.116518373,-0.306813116,765,729,701,669,717.5786187,76,0.50617284,0.49382716,264,3489.969753,0.160493827,0.604938272,37.83759433,13,49,21.62271352,18,67.67901235,67.24691358,75.09876543,0.901200066,0.965483333,15,arithmetic
1.51E+12,1.51E+12,675.0574713,49.78952397,584,817,669,669,0.479837964,-0.117548088,716,685,662.2,628.2,676.8911184,72.5,0.471264368,0.528735632,233,2507.82224,0.126436782,0.505747126,33.00475653,11,44,19.73643601,19,67.34482759,67.89655172,64.26436782,1.04793418,0.978833333,15,arithmetic
1.51E+12,1.51E+12,676.4022989,49.01898759,584,797,669,625,0.446184975,-0.619305409,721,685,658.2,629,678.1761799,78,0.471264368,0.528735632,213,2430.80139,0.103448276,0.344827586,27.71113453,9,30,18.47799914,15,76.36781609,73.36781609,60.40229885,1.264319696,0.980783333,15,arithmetic
1.51E+12,1.51E+12,694.4235294,55.79571488,589,801,689,625,0.056013064,-1.092568214,753.8,713,675.4,636.8,696.6614673,88,0.458823529,0.541176471,212,3150.223249,0.058823529,0.435294118,28.13191714,5,37,17.8276264,11,57.90588235,73.82352941,63,0.91914099,0.983766667,15,arithmetic
1.51E+12,1.51E+12,694.547619,60.98134078,580,801,693,761,-0.170524152,-1.175546958,757,724.8,677,627.4,697.219563,95.75,0.488095238,0.511904762,221,3763.527826,0.05952381,0.5,29.30995003,5,42,17.09973543,9,58.88095238,78.14285714,70.6547619,0.833361415,0.972366667,15,arithmetic
1.51E+12,1.51E+12,700.1666667,66.01836565,580,829,697,741,0.01142895,-1.005433531,761,725,677,637,703.2721989,102.75,0.5,0.5,249,4410.935743,0.142857143,0.571428571,36.13295395,12,48,20.56346633,13,71.17857143,73.70238095,64.46428571,1.104155125,0.980233333,15,arithmetic
1.51E+12,1.51E+12,709.4698795,64.10032373,585,829,709,769,-0.114353326,-1.000546012,769,737.6,689,645,712.3597135,100.5,0.493975904,0.506024096,244,4158.959448,0.192771084,0.614457831,38.55468084,16,51,21.9342075,17,70.20481928,68.31325301,82.02409639,0.855904818,0.981433333,15,arithmetic
1.51E+12,1.51E+12,687.0348837,59.34887936,572,805,686.5,709,0.048533939,-1.036020866,749,709,664,633,689.5935186,99.25,0.5,0.5,233,3563.728181,0.127906977,0.604651163,33.0705129,11,52,17.98424532,19,67.19767442,66.22093023,72.77906977,0.923310433,0.98475,15,arithmetic
1.51E+12,1.51E+12,662.0909091,55.88658083,565,797,658.5,633,0.394205223,-0.368299595,709,673,645,613,664.4453942,65,0.454545455,0.545454545,232,3159.210031,0.079545455,0.522727273,29.49950729,7,46,17.16912737,12,68.94318182,66.48863636,64.21590909,1.073615289,0.971066667,15,arithmetic
1.51E+12,1.51E+12,686.4767442,58.04944299,565,801,690.5,713,-0.11636907,-0.513549522,729,701,677,637,688.9267437,76.75,0.511627907,0.488372093,236,3409.381806,0.139534884,0.511627907,35.72608209,12,44,22.85532655,17,77.39534884,66.73255814,75.19767442,1.029225298,0.98395,15,NA
1.51E+12,1.51E+12,671.4204545,59.35021666,573,801,665,645,0.275135648,-0.773624678,725,689,645,618.2,674.0384818,84,0.477272727,0.522727273,228,3562.936129,0.136363636,0.443181818,35.09560014,12,39,23.69947149,11,64.47727273,60.94318182,64.43181818,1.000705467,0.98475,15,NA
1.51E+12,1.51E+12,646.5054945,49.36884581,573,793,640,645,0.873002654,0.569024398,680,648,633,601,648.3877215,55,0.406593407,0.593406593,220,2464.363858,0.076923077,0.351648352,26.26319774,7,32,17.35591122,14,67.1978022,65.48351648,64.24175824,1.046014369,0.980533333,15,TSST_speech
1.51E+12,1.51E+12,662.8863636,49.44198433,577,813,659,617,0.537505684,0.053955989,705,669.6,648,617,664.7276442,73.75,0.454545455,0.545454545,236,2472.607628,0.079545455,0.443181818,30.52143738,7,39,20.27514897,16,67.98863636,65.48863636,71.76136364,0.947426762,0.972233333,15,TSST_speech
1.51E+12,1.51E+12,650.0549451,46.36059397,577,813,648,673,0.646546742,0.475949746,688,665,632,609,651.7060198,64.5,0.483516484,0.516483516,236,2173.185836,0.043956044,0.373626374,28.22744921,4,34,18.70030369,17,61.38461538,64.16483516,64.34065934,0.954056362,0.985916667,15,TSST_speech
1.51E+12,1.51E+12,632.1595745,36.22750313,565,717,633,633,0.1572679,-0.828118802,666.6,643.4,620.2,598.8,633.1967779,58.25,0.510638298,0.489361702,152,1326.544155,0.010638298,0.265957447,20.28771544,1,25,12.04843388,18,60.0212766,66.03191489,61.34042553,0.978494624,0.990383333,15,TSST_speech
1.51E+12,1.51E+12,627.1276596,34.95688349,565,713,624.5,585,0.439900369,-0.480015219,660.4,633,613,593,628.1011743,49,0.468085106,0.531914894,148,1235.123313,0.021276596,0.329787234,21.39440184,2,31,13.22505462,17,59.9787234,69.86170213,60.67021277,0.98860249,0.9825,15,TSST_speech
1.51E+12,1.51E+12,633.3516484,32.74153649,580,713,629,593,0.344304952,-0.714932503,665,637,621,601,634.1973815,51.5,0.450549451,0.549450549,133,1083.919414,0.010989011,0.362637363,22.67057688,1,33,13.75302012,19,64.78021978,62.3956044,63.8021978,1.01532897,0.960583333,15,TSST_speech
1.51E+12,1.51E+12,620.0842105,33.41467158,552,697,617,593,0.390844995,-0.528898846,648.2,625,605,592.8,620.9838713,48,0.473684211,0.526315789,145,1128.418365,0.010526316,0.315789474,20.69792877,1,30,12.36873129,17,61.74736842,57.24210526,63.55789474,0.971513746,0.9818,15,TSST_speech
1.51E+12,1.51E+12,597.44,27.20746956,540,697,596.5,576,0.518396704,1.134925934,621,604,589,576,598.0591944,36,0.47,0.53,157,747.7236364,0.01,0.23,16.79075022,1,23,10.13914015,23,56.98,59.62,62.07,0.917995811,0.995733333,15,TSST_speech
1.51E+12,1.51E+12,569.875,33.00020032,500,640,573,517,-0.009787057,-0.620506978,600.4,580,564.2,540,570.8296846,45.75,0.519230769,0.480769231,140,1099.586165,0,0.144230769,13.87915948,0,15,8.734098433,13,53.75,57.01923077,54.13461538,0.992895204,0.987783333,15,TSST_speech
1.51E+12,1.51E+12,548.3047619,23.76757447,500,601,545,537,0.029845494,-0.957124186,573,556.4,538.8,528,548.8196512,37,0.438095238,0.561904762,101,570.329304,0,0.123809524,13.75022281,0,13,8.877985551,15,52.59047619,56.51428571,53.5047619,0.982912068,0.959533333,15,TSST_speech
1.51E+12,1.51E+12,610.2604167,80.76009287,509,781,576,537,0.683267043,-0.8231669,681,625,568,537,615.581001,124,0.416666667,0.583333333,272,6590.847259,0,0.166666667,15.07216682,0,16,9.203154536,1,75.32291667,61.98958333,66.35416667,1.135164835,0.976416667,15,NA
1.51E+12,1.51E+12,706.3214286,58.92391396,601,836,702.5,757,0.126795307,-1.114726036,765,732.8,676.2,650.8,708.7749912,100,0.488095238,0.511904762,235,3513.859294,0.095238095,0.404761905,28.65372828,8,34,18.21319368,7,73.73809524,73.70238095,70.07142857,1.052327557,0.98885,15,TSST_prep
1.51E+12,1.51E+12,695.3571429,56.48464664,596,836,680.5,657,0.535711575,-0.622264796,749,695.4,669.6,647.4,697.6475266,88,0.404761905,0.595238095,240,3228.95525,0.142857143,0.5,79.18287511,12,42,71.68246216,13,63.30952381,68.02380952,62.11904762,1.019164431,0.9735,15,TSST_prep
1.51E+12,1.51E+12,674.2235294,42.1895935,596,821,669,657,1.06993911,1.628390579,697,677,661,640.8,675.5422484,47,0.423529412,0.576470588,225,1801.151821,0.082352941,0.470588235,77.69503248,7,40,71.39885901,21,63.31764706,77.63529412,63.17647059,1.002234637,0.95515,15,TSST_prep
1.51E+12,1.51E+12,675.8275862,37.40588401,612,821,669,697,1.284496446,2.514818321,699.4,677,661,645.6,676.86197,48,0.471264368,0.528735632,209,1415.469928,0.034482759,0.459770115,25.29132584,3,40,14.76379739,22,69.32183908,66.68965517,60.65517241,1.142884215,0.97995,15,TSST_prep
1.51E+12,1.51E+12,682.2413793,38.27816085,585,780,677,653,0.092186915,-0.007255288,715.4,689,673,652,683.3143619,57.5,0.459770115,0.540229885,195,1482.255012,0.068965517,0.459770115,25.77000239,6,40,14.5699484,20,72.8045977,70.28735632,68.11494253,1.068849139,0.98925,15,TSST_prep
1.51E+12,1.51E+12,672.4318182,41.69008915,585,780,674.5,677,0.133183103,-0.203087751,704.6,677.8,668.8,633,673.7229502,56.25,0.545454545,0.454545455,195,1758.041275,0.068181818,0.409090909,26.53559743,6,36,15.62400056,22,68.67045455,69.29545455,65.93181818,1.041537401,0.986233333,15,TSST_prep
1.51E+12,1.51E+12,661.011236,30.61522511,597,753,661,677,0.390288026,0.015867193,682.6,672,649,633,661.7198396,43,0.471910112,0.528089888,156,947.9430541,0.033707865,0.370786517,71.57378583,3,33,66.62659512,28,68.39325843,69.33707865,67.12359551,1.0189153,0.9805,15,TSST_prep
1.51E+12,1.51E+12,670.7586207,32.76771804,616,773,669,669,0.97540885,1.044197317,693,673,657,644.2,671.5585236,41,0.436781609,0.563218391,157,1086.2085,0.057471264,0.390804598,100.5318994,5,34,94.85985578,19,68.3908046,66.13793103,61.25287356,1.116532182,0.9726,15,TSST_prep
1.51E+12,1.51E+12,677.0588235,36.81347354,621,777,669,669,1.018668363,0.632437278,700.2,677,664,645,678.0589077,47,0.388235294,0.611764706,156,1371.365546,0.082352941,0.435294118,75.92156701,7,37,70.24405953,21,63.36470588,77.10588235,62.47058824,1.014312618,0.959166667,15,TSST_prep
1.51E+12,1.51E+12,672.2891566,47.01410455,577,801,664,645,0.532689802,-0.000197617,707.4,676.2,653,640.4,673.9310322,54.5,0.421686747,0.578313253,224,2237.281222,0.13253012,0.518072289,105.4646977,11,43,97.75085207,18,66.19277108,59.24096386,68.44578313,0.96708326,0.93,15,TSST_prep
1.51E+12,1.51E+12,676.4431818,63.74039285,525,793,681,677,-0.401698658,-0.298085548,727.4,689,673,620.2,679.4396337,73,0.590909091,0.409090909,268,4109.536964,0.125,0.443181818,32.59962626,11,39,21.39366099,17,76.26136364,65.89772727,56.78409091,1.343005803,0.992116667,16,NA
1.51E+12,1.51E+12,659.4444444,74.30075685,512,793,676.5,585,-0.110217714,-1.134659733,728.2,689,632.6,585,663.6170415,131,0.544444444,0.455555556,281,5582.63171,0.122222222,0.444444444,33.06904592,11,40,21.8521908,7,58.6,68.07777778,67.81111111,0.864165165,0.989166667,16,NA
