Start,End,mean,standard deviation,min,max,median,mode,skew,Kurtosis,80_percentile,60_percentile,40_percentile,20_percentile,RMS,IQR,count>mean,count<mean,range,COV_M,pNN50,pNN20,RMSSD,nn50,nn20,SDSD,zcross,Lf,MF,HF,Lf/HF,Count,Participant,Activity
1.50E+12,1.50E+12,826.2394366,61.73716775,709,1014,817,805,0.396083015,0.037713499,877,837,805,773,828.5427475,76,0.478873239,0.521126761,305,3865.927565,0.521126761,0.788732394,67.80353118,37,56,37.60411857,26,80.54929577,82.69014085,82.42253521,0.977272727,0.977716667,3,NA
1.50E+12,1.50E+12,798.6891892,60.61217558,693,1014,793,761,0.844939716,1.095849792,846.6,804.2,773,753,800.9858031,82,0.445945946,0.554054054,321,3724.162347,0.405405405,0.743243243,60.24038603,30,55,35.55297296,20,78.10810811,85.56756757,71.43243243,1.093454408,0.98505,3,NA
1.50E+12,1.50E+12,821.8857143,62.49195213,709,977,813,793,0.398474577,-0.39080618,873.8,838.6,799.4,761,824.2580733,87,0.485714286,0.514285714,268,3961.841822,0.328571429,0.657142857,49.87793925,23,46,27.86622688,19,91.6,76.61428571,96.45714286,0.94964455,0.958866667,3,NA
1.50E+12,1.50E+12,882.7460317,62.29983012,741,1066,877,849,0.557173059,0.93761323,929.6,893,857,837,884.9417073,78,0.476190476,0.523809524,325,3943.869944,0.444444444,0.73015873,150.5244384,28,46,133.7697424,27,85.80952381,85.57142857,97.84126984,0.877027904,0.926883333,3,NA
1.50E+12,1.50E+12,846.3015873,75.66354827,721,1066,853,897,0.314688922,-0.329704649,899.4,865.8,824.2,774.6,849.6772029,118,0.53968254,0.46031746,345,5817.310804,0.476190476,0.698412698,70.94504916,30,44,42.32960614,17,76.41269841,71.50793651,89.31746032,0.855518038,0.888616667,3,NA
1.50E+12,1.50E+12,789.2830189,74.6350561,569,1018,777,765,0.402248495,1.681797433,853.8,784.2,765,737,792.8039326,80,0.339622642,0.660377358,449,5677.514514,0.509433962,0.679245283,280.071531,27,36,241.1710786,25,73.58490566,71.86792453,91.1509434,0.807286276,0.6972,3,NA
1.50E+12,1.50E+12,712.5901639,218.0445418,321,1269,733,713,0.35607366,0.184605879,837,757,713,480,745.203438,256,0.606557377,0.393442623,948,48335.81257,0.409836066,0.606557377,380.8472426,25,37,316.0586881,22,68.52459016,69.45901639,70.37704918,0.973678081,0.724466667,3,NA
1.50E+12,1.50E+12,438.4230769,90.50591697,305,705,434.5,361,0.899939757,0.852579067,509,449,409,357,447.667416,131,0.461538462,0.538461538,400,8518.973846,0.5,0.538461538,398.788433,13,14,189.4237367,14,48.53846154,33.46153846,58.73076923,0.826457105,0.189983333,4,NA
1.50E+12,1.50E+12,515.0384615,193.8308106,305,1106,453,313,1.379115432,1.258736073,633,493,434.2,357.8,550.3044612,194,0.365384615,0.634615385,801,38307.05732,0.442307692,0.5,432.392272,23,26,263.6760497,12,84,52.78846154,44.75,1.877094972,0.446366667,4,NA
1.50E+12,1.50E+12,548.5227273,197.4174728,324,1106,473,325,1.165221407,0.603523066,680.2,528.2,445.6,391.4,582.9672726,236.25,0.363636364,0.636363636,782,39880.02273,0.340909091,0.409090909,463.2330998,15,18,312.4955582,9,36.43181818,44.68181818,36.70454545,0.992569659,0.40225,4,NA
1.50E+12,1.50E+12,439.92,97.70114431,312,773,425,325,1.15712362,1.510576887,506.4,445.6,403.4,361.8,450.6385691,121,0.44,0.56,461,9740.32,0.34,0.36,375.7673419,17,18,234.0792451,21,40.56,39.82,40.34,1.005453644,0.3666,4,NA
1.50E+12,1.50E+12,439.2790698,119.9397767,312,861,405,317,1.468378871,2.292758755,507.6,445.8,397,336.4,455.3588158,132,0.418604651,0.581395349,549,14728.06312,0.395348837,0.418604651,404.1512368,17,18,235.8143233,17,41.02325581,45.37209302,53.11627907,0.772329247,0.314816667,4,NA
1.50E+12,1.50E+12,438.7857143,92.91561346,309,649,419,313,0.517982938,-0.778933455,537,441,400,353,448.5155675,139.25,0.410714286,0.589285714,340,8790.280519,0.464285714,0.5,350.1063614,26,28,192.8889491,23,43.48214286,39.5,48.73214286,0.89226823,0.409533333,4,NA
1.50E+12,1.50E+12,449.0526316,119.4623072,301,809,421,320,0.920685274,0.250686702,547.4,445.8,393.4,341.8,464.6713987,171,0.385964912,0.614035088,508,14526.08647,0.368421053,0.403508772,357.1120811,21,23,221.8934289,24,48.70175439,45.19298246,32.49122807,1.498920086,0.4266,4,NA
1.50E+12,1.50E+12,462.2173913,148.7238341,304,906,405,405,1.250707691,0.741805853,549,448,389,337,485.5550387,155.25,0.347826087,0.652173913,602,22610.30725,0.347826087,0.391304348,359.9744556,16,18,254.6893656,13,45.54347826,30.2173913,48.08695652,0.947106691,0.354366667,4,NA
1.50E+12,1.50E+12,427.952381,88.74690758,308,649,405,389,0.665868564,-0.408669628,513.8,439.2,389,340.4,437.057495,136.5,0.428571429,0.571428571,341,8003.046083,0.349206349,0.412698413,290.7988013,22,26,193.295827,28,38.84126984,37.20634921,47.06349206,0.82529511,0.44935,4,NA
1.50E+12,1.50E+12,406.2321429,70.70335188,308,565,396.5,325,0.565917408,-0.680918007,472,416,384,337,412.3390812,100,0.428571429,0.571428571,257,5089.854221,0.392857143,0.446428571,259.6527401,22,25,172.5450288,34,42.625,34.14285714,44.03571429,0.967964315,0.37915,4,NA
1.50E+12,1.50E+12,401.9574468,90.11339368,308,701,396,329,1.580043023,2.506527222,436.8,401,352.4,329,411.9347191,101.5,0.382978723,0.617021277,393,8296.954672,0.510638298,0.531914894,304.2386868,24,25,174.865557,21,41.76595745,41.23404255,33.27659574,1.25511509,0.314866667,4,NA
1.50E+12,1.50E+12,471.9130435,130.9256055,309,830,440.5,501,0.934665304,0.083641479,598,489,405,352,489.7381288,131,0.434782609,0.565217391,521,17522.43672,0.52173913,0.543478261,344.1120748,24,25,191.5949227,17,47.04347826,32.17391304,64.19565217,0.732814087,0.3618,4,NA
1.50E+12,1.50E+12,482.1914894,131.7425985,304,869,452,401,1.094671593,0.824808493,572,493.8,433.8,381.6,499.8647264,134,0.425531915,0.574468085,565,17733.41906,0.446808511,0.446808511,380.5964617,21,21,178.4983088,20,52.65957447,57.27659574,41.40425532,1.271839671,0.377716667,4,NA
1.50E+12,1.50E+12,467.9714286,163.6642008,308,957,408,329,1.536955616,1.560800972,529,441.4,383,345,495.7652959,144,0.314285714,0.685714286,649,27573.79328,0.542857143,0.571428571,444.299955,19,20,234.0575303,9,58.05714286,37,47.14285714,1.231515152,0.272983333,4,NA
1.50E+12,1.50E+12,430.046875,96.59150935,308,765,416.5,340,1.296002279,1.753325039,490.6,436.2,381.8,349,440.7609719,122,0.4375,0.5625,457,9478.013641,0.40625,0.46875,343.0977007,26,30,222.1690491,28,40.46875,49.46875,41.078125,0.985165462,0.458716667,4,Rest6
1.50E+12,1.50E+12,431.390625,86.08636964,305,697,418.5,417,1.071458835,1.113449926,490.6,433,404.2,354.8,439.8962768,98,0.421875,0.578125,392,7528.495784,0.34375,0.40625,330.8307165,22,26,207.5474329,30,36.828125,53.609375,45.078125,0.816984402,0.46015,4,Rest6
1.50E+12,1.50E+12,422.6666667,102.2411489,301,801,403,417,1.440924626,2.137415868,465,417,388,333,434.8567162,106,0.348484848,0.651515152,500,10614.07179,0.393939394,0.439393939,340.2534441,26,29,195.7854748,19,46.3030303,32.04545455,54.65151515,0.847241475,0.464933333,4,Rest6
1.50E+12,1.50E+12,418.1267606,95.43627467,301,801,408,437,1.535963079,3.178266204,465,425,388,333,428.8800187,101.5,0.422535211,0.577464789,500,9238.197988,0.521126761,0.577464789,330.2236845,37,41,198.8555998,32,45.64788732,36.98591549,47.14084507,0.968329848,0.494783333,4,Rest6
1.50E+12,1.50E+12,440.3787879,93.80536994,301,761,429,437,1.297229666,2.240402308,489,437,408,373,450.2587303,103,0.393939394,0.606060606,460,8934.823543,0.545454545,0.590909091,361.6608909,36,39,190.3742367,24,49.3030303,38.37878788,48.60606061,1.014339152,0.484416667,4,Rest6
1.50E+12,1.50E+12,447.3518519,98.22954172,301,758,422.5,348,1.031510676,1.116849766,521.8,465,397.8,369.8,458.009522,128.25,0.444444444,0.555555556,457,9831.10028,0.5,0.5,357.8468348,27,27,178.2614166,20,46.07407407,44.87037037,41.87037037,1.100398054,0.402616667,4,Rest6
1.50E+12,1.50E+12,431.1666667,82.75787673,309,638,420.5,345,0.637694987,-0.306836322,501,445,396,353,439.0370834,116.25,0.454545455,0.545454545,329,6954.233333,0.439393939,0.5,355.5372075,29,33,198.6230193,32,37.09090909,40.86363636,45.04545455,0.823410696,0.474283333,4,NA
1.50E+12,1.50E+12,420.015625,76.36538241,304,638,416.5,457,0.647842582,0.241361849,477.4,444.2,389.8,345,426.9013901,101.25,0.5,0.5,334,5924.237847,0.390625,0.484375,307.1425655,25,31,205.2420658,35,36.703125,43.90625,40.640625,0.903114187,0.448016667,4,Stroop
1.50E+12,1.50E+12,410.3692308,79.8441885,301,629,397,357,0.680836199,-0.182656067,478.6,433,368.6,337,418.0645883,123,0.446153846,0.553846154,328,6474.705288,0.338461538,0.415384615,290.9509731,22,27,200.3613118,27,34.35384615,40.46153846,33.30769231,1.031408776,0.444566667,4,Stroop
1.50E+12,1.50E+12,404.7058824,73.94136366,301,589,393,489,0.630258249,-0.51623048,482.8,410.4,361,340.4,411.4051245,118.5,0.426470588,0.573529412,288,5548.927129,0.367647059,0.470588235,300.3157934,25,32,189.9578804,30,43.95588235,40.48529412,46.30882353,0.949190219,0.458666667,4,Stroop
1.50E+12,1.50E+12,445.7704918,109.6054614,309,762,420,489,1.121754777,0.938746662,508,453,401,348,459.0475885,136,0.426229508,0.573770492,453,12213.57978,0.327868852,0.409836066,315.0686909,20,25,190.3342155,31,47.3442623,46.36065574,42.04918033,1.125925926,0.4532,4,Stroop
1.50E+12,1.50E+12,478.6833333,125.1202744,301,762,458.5,489,0.628705678,-0.676684706,612.2,489,414.8,359.4,494.7654158,175.25,0.433333333,0.566666667,461,15920.42345,0.316666667,0.316666667,427.1960323,19,19,196.6364348,21,52.45,43.73333333,38.46666667,1.363518198,0.478683333,4,Stroop
1.50E+12,1.50E+12,441.8615385,99.70215289,301,749,420,465,0.896311657,0.367486768,501.8,457.8,395.6,349,452.9703505,127,0.430769231,0.569230769,448,10095.8399,0.461538462,0.492307692,358.1649261,30,32,205.4636688,30,38.2,44.06153846,41.16923077,0.927877429,0.478683333,4,Stroop
1.50E+12,1.50E+12,428.5686275,87.20749538,301,658,416,325,0.766343804,0.181561663,497,437,400,348,437.3513641,132.5,0.450980392,0.549019608,357,7757.250196,0.529411765,0.588235294,355.2602479,27,30,199.3877323,25,54.37254902,44.25490196,36.92156863,1.472650027,0.364283333,4,Stroop
1.50E+12,1.50E+12,460.2222222,110.0751034,316,750,449,469,0.90042509,0.308485598,516.2,469,416.6,356.2,473.2029398,128,0.444444444,0.555555556,434,12391.90404,0.533333333,0.533333333,452.558836,24,24,164.9772501,16,39.82222222,49.6,35.62222222,1.11790393,0.345166667,4,Stroop
1.50E+12,1.50E+12,506.4210526,130.2973586,316,853,506.5,393,0.625914194,-0.135926399,595.4,517,482.6,388.2,522.9146051,189,0.5,0.5,537,17436.25036,0.473684211,0.473684211,415.2562188,18,18,254.6639497,13,49.68421053,52.94736842,47.26315789,1.051224944,0.320733333,4,NA
1.50E+12,1.50E+12,448.5172414,97.53129319,316,718,440.5,345,0.652206629,-0.128993175,517.8,469.8,408.2,349,458.9989858,157.25,0.465517241,0.534482759,402,9679.23654,0.465517241,0.482758621,375.9884057,27,28,215.6015544,23,54.10344828,45.46551724,40.44827586,1.337595908,0.433566667,4,Rest5
1.50E+12,1.50E+12,434.8421053,87.20912343,304,657,417,345,0.644627839,-0.397066469,500.8,441,401.6,349,443.5009444,136,0.438596491,0.561403509,353,7741.242481,0.561403509,0.596491228,370.315734,32,34,187.1038345,25,49.98245614,43.61403509,34.78947368,1.436712052,0.4131,4,Rest5
1.50E+12,1.50E+12,461.04,102.8770062,304,733,424.5,333,0.661495165,-0.349260738,562.6,475,404,380.8,472.3786193,159.75,0.44,0.56,429,10799.67184,0.5,0.54,369.2873929,25,27,202.5996448,24,47.52,54.9,47.6,0.998319328,0.3842,4,Rest5
1.50E+12,1.50E+12,462.2195122,112.8001713,329,733,416,357,0.790620779,-0.585249475,585,457,396,361,475.7843588,189,0.390243902,0.609756098,404,13041.97561,0.43902439,0.463414634,425.3490208,18,19,184.2564604,16,40.24390244,44.36585366,49.92682927,0.806057645,0.31585,4,Rest5
1.50E+12,1.50E+12,408.0212766,75.69493346,301,601,397,368,0.648863684,-0.529837228,481,414.8,368,340.8,414.9832347,112.5,0.425531915,0.574468085,300,5854.282146,0.531914894,0.553191489,334.8196861,25,26,174.6995618,22,44.65957447,37.04255319,36.85106383,1.211893764,0.319616667,4,Rest5
1.50E+12,1.50E+12,416.7916667,72.2952929,301,601,401,397,0.543800622,-0.475426092,487.4,415.4,393,353,423.0152512,99,0.402777778,0.597222222,300,5300.223592,0.5,0.569444444,283.3327664,36,41,186.8628292,33,36.95833333,40.83333333,41.76388889,0.884935151,0.50015,4,Rest5
1.50E+12,1.50E+12,410.5769231,73.45529239,301,665,397,385,0.958315825,0.972804659,467.4,405,385,353,417.0960198,92.75,0.384615385,0.615384615,364,5465.753746,0.435897436,0.551282051,270.6948836,34,43,187.7932864,32,38.93589744,37.61538462,48.44871795,0.80365176,0.53375,4,NA
1.50E+12,1.50E+12,424.7808219,89.3081853,301,721,413,453,0.880381453,0.627723756,489,429.8,392.8,348,434.0676199,128,0.424657534,0.575342466,420,8086.729072,0.465753425,0.547945205,310.7553879,34,40,205.4191692,26,51.36986301,40.82191781,49.34246575,1.041088284,0.516816667,4,NA
1.50E+12,1.50E+12,486.8958333,107.3130622,317,721,481,481,0.549812126,-0.391617141,553.8,501,444.2,396.8,498.5816341,126.75,0.458333333,0.541666667,404,11761.11658,0.4375,0.458333333,442.298182,21,22,238.4773193,18,58.02083333,51.58333333,59.10416667,0.981670779,0.389516667,4,NA
1.50E+12,1.50E+12,392.6571429,69.35372803,301,581,384,317,0.815787556,-0.049528539,456,400.4,362.6,329.8,398.7349639,99.5,0.428571429,0.571428571,280,4951.408403,0.571428571,0.571428571,383.5899969,20,20,124.541299,13,44.45714286,35.25714286,38.8,1.145802651,0.22905,4,Cry
1.50E+12,1.50E+12,383.5227273,57.25322088,301,573,367,352,1.039707059,1.031661017,427.6,385,352.2,335.4,387.7726314,69,0.431818182,0.568181818,272,3354.162262,0.454545455,0.477272727,361.9267281,20,21,149.5918581,21,34.11363636,43.18181818,39.79545455,0.857224443,0.28125,4,NA
1.50E+12,1.50E+12,471.1707317,141.0555854,301,765,433,301,0.772717879,-0.743881954,649,465,401,349,491.8318174,161,0.365853659,0.634146341,464,20394.09512,0.512195122,0.512195122,457.3241838,21,21,230.2447898,7,48.80487805,51.2195122,31.19512195,1.564503518,0.321966667,4,Cry-Rest
1.50E+12,1.50E+12,481.4878049,139.2474761,301,769,449,364,0.628197784,-0.760852565,633,469,433,349,501.2188802,205,0.390243902,0.609756098,468,19874.6061,0.390243902,0.390243902,409.4302444,16,16,190.5714679,15,38.87804878,46.70731707,56.07317073,0.693344933,0.329016667,4,Cry-Rest
1.50E+12,1.50E+12,530.3714286,159.444587,316,869,485,417,0.40255148,-1.046262725,688.2,537.8,460.2,380.8,553.8198521,258.5,0.4,0.6,553,26170.29916,0.457142857,0.457142857,536.2833426,16,16,232.3139208,14,56.8,30.08571429,48.2,1.178423237,0.309383333,4,Cry-Rest
1.50E+12,1.50E+12,525.1282051,142.0426407,316,781,484,469,0.269721596,-1.222577374,685,510.4,468.2,409.6,543.9997643,266.5,0.384615385,0.615384615,465,20707.06208,0.333333333,0.384615385,529.9402679,13,15,261.0417157,15,62.43589744,54.64102564,50.97435897,1.224849095,0.341333333,4,Cry-Rest
1.50E+12,1.50E+12,567.7391304,162.2412904,301,1034,509,468,0.608858766,0.063646797,701,649,485,433,590.4658809,227,0.413043478,0.586956522,733,26907.17488,0.47826087,0.52173913,570.1137679,22,24,255.7283681,18,90.58695652,43.10869565,72.15217391,1.255498644,0.435266667,4,Cry-Rest
1.50E+12,1.50E+12,554.974359,179.9700099,304,1034,497,417,0.602085488,-0.355346948,717,629.8,456,384.6,583.4258681,286.5,0.435897436,0.564102564,730,33241.55196,0.333333333,0.358974359,596.5469087,13,14,249.9824586,14,51.28205128,36.33333333,51.05128205,1.004520342,0.360733333,4,NA
1.50E+12,1.50E+12,441,94.38027529,317,717,426.5,417,1.468322876,1.874236129,475.4,433,417,369.2,450.9862929,72.25,0.363636364,0.636363636,400,9114.790698,0.477272727,0.5,447.0832239,21,22,144.8891354,18,35.09090909,51.27272727,34.52272727,1.016458196,0.3234,4,Cry
1.50E+12,1.50E+12,435.7096774,96.80515634,320,733,421,417,1.868178832,3.357250649,453,433,417,353,446.3341364,69,0.35483871,0.64516129,413,9683.612903,0.516129032,0.548387097,408.621499,16,17,159.1539917,16,38.93548387,39.58064516,54.77419355,0.710836278,0.225116667,4,NA
1.50E+12,1.50E+12,620.2424242,176.9737235,317,1034,665,701,0.348370695,-0.35040199,734,688.2,542.6,457.8,644.9964059,249,0.575757576,0.424242424,717,32298.43939,0.606060606,0.606060606,548.2390446,20,20,183.6903577,13,38.39393939,46.84848485,62.18181818,0.617446394,0.341133333,4,Cry-Rest
1.50E+12,1.50E+12,395.0851064,69.77435662,301,669,384,317,1.411063375,3.227354066,436.2,401,368.4,332.2,401.1990804,89.5,0.468085106,0.531914894,368,4974.296947,0.553191489,0.595744681,340.7006017,26,28,165.9246181,23,36.10638298,44,32.9787234,1.09483871,0.309483333,4,Cry-Rest
1.50E+12,1.50E+12,387.3636364,54.08120616,301,517,384,417,0.234346286,-0.846027198,433,401,368,332,391.120651,92.25,0.46969697,0.53030303,216,2969.773427,0.53030303,0.590909091,291.3963975,35,39,166.1376761,31,44.62121212,36.62121212,43.96969697,1.014817367,0.4261,4,Cry-Rest
1.50E+12,1.50E+12,423.7837838,79.43215195,301,701,417,353,1.05479961,2.090704968,468.2,443.6,400.4,353.8,431.1637301,99,0.486486486,0.513513514,400,6484.72973,0.702702703,0.756756757,304.7731944,26,28,189.1603347,18,51.2972973,42.35135135,40.16216216,1.277254374,0.261333333,4,Cry-Rest
1.50E+12,1.50E+12,524.6086957,143.0563097,329,885,469,469,0.593857747,-0.79433316,685,517,452,416,543.7640953,238.25,0.369565217,0.630434783,556,20919.88792,0.608695652,0.608695652,517.4984817,28,28,129.4908938,21,54.84782609,34.43478261,70.84782609,0.774163854,0.4022,4,Cry-Rest
1.50E+12,1.50E+12,513.1463415,159.0710167,301,945,465,465,0.917490618,-0.010177885,670,485,433,381,537.23622,237,0.390243902,0.609756098,644,25936.17805,0.390243902,0.390243902,520.0731319,16,16,205.0653764,16,70.63414634,34.97560976,42.34146341,1.668202765,0.35065,4,NA
1.50E+12,1.50E+12,517.5306122,164.3807305,301,986,465,317,0.899891602,0.196243766,691.4,501,449,368,543.0091704,237,0.367346939,0.632653061,685,27583.96259,0.448979592,0.469387755,412.9090396,22,23,240.7521165,14,41.48979592,52.46938776,65.65306122,0.631955238,0.42265,4,Cry
1.50E+12,1.50E+12,540.25,178.9880699,308,1078,491,317,1.215624263,1.036480179,685.6,513,467.4,407,569.1280978,166.25,0.354166667,0.645833333,770,32718.3617,0.5,0.5625,403.3565207,24,27,260.8539393,11,81.66666667,44.64583333,50.5625,1.615162752,0.4322,4,NA
1.50E+12,1.50E+12,525.9107143,164.2402722,308,1078,485,393,1.31790702,1.449596931,686,496,457,396,550.9600225,174.25,0.339285714,0.660714286,770,27465.31916,0.517857143,0.553571429,411.0175842,29,31,244.6944948,14,53.92857143,56.28571429,47.01785714,1.14698063,0.49085,4,NA
1.50E+12,1.50E+12,502.7169811,147.8657445,308,998,457,393,1.119665898,0.808113348,622.2,489,438.6,380.4,524.0120624,184,0.339622642,0.660377358,690,22284.74528,0.509433962,0.528301887,412.6964736,27,28,200.9861183,16,65.64150943,40.96226415,54.71698113,1.199655172,0.444066667,4,Rest4
1.50E+12,1.50E+12,1384,102.9789623,1242,1483,1427,1242,-0.553536753,-1.5,1460.6,1438.2,1390,1316,1387.825878,120.5,0.666666667,0.333333333,241,15907,0.666666667,0.666666667,1056.76724,2,2,649,1,0,0,475.6666667,0,0.0692,4,Rest4
1.50E+12,1.50E+12,445.8928571,101.371079,304,745,433,485,1.047161439,0.849979603,497,461,401,357,457.2707466,121.25,0.464285714,0.535714286,441,10462.93377,0.410714286,0.446428571,400.466256,23,25,220.8901992,25,47.76785714,40.875,44.94642857,1.062773143,0.416166667,4,Rest4
1.50E+12,1.50E+12,469.9302326,131.6502405,305,885,444,357,1.324876077,1.480466216,565,465,426.6,357,488.0227549,156.5,0.372093023,0.627906977,580,17744.4474,0.372093023,0.418604651,418.5617637,16,18,219.8888981,16,61.76744186,38.02325581,47.53488372,1.299412916,0.336783333,4,Rest4
1.50E+12,1.50E+12,461.1290323,119.6730066,304,833,435,345,1.240388282,1.248118261,540.2,446.8,421,357.6,476.4048834,124.25,0.370967742,0.629032258,529,14556.40931,0.387096774,0.483870968,356.1645144,24,30,202.9142825,22,45.51612903,39.16129032,38.70967742,1.175833333,0.4765,4,Rest4
1.50E+12,1.50E+12,468.2333333,113.9310269,317,746,434.5,401,0.844449697,-0.314992983,561.8,454.8,417.4,372,481.8949401,134,0.366666667,0.633333333,429,13200.28362,0.4,0.466666667,417.3705103,24,28,219.9452622,24,49.96666667,54.23333333,44.8,1.115327381,0.468233333,4,Rest4
1.50E+12,1.50E+12,458.9365079,101.4225599,301,733,433,389,0.967767639,0.316623474,539.4,444.2,418.4,389,470.0098445,106.5,0.365079365,0.634920635,432,10452.44752,0.428571429,0.492063492,358.3860472,27,31,218.6350014,31,48.73015873,42.66666667,44.07936508,1.105509543,0.481883333,4,NA
1.50E+12,1.50E+12,437.0625,79.54025612,301,717,432,389,1.043153817,2.305539239,497,448,413.6,384.2,444.2412422,89,0.453125,0.546875,416,6427.075397,0.546875,0.609375,329.1206604,35,39,199.4879654,29,40.265625,50.53125,36.71875,1.096595745,0.4662,4,Ice
1.50E+12,1.50E+12,416.9074074,90.27166171,301,717,401,401,1.223138911,1.670165317,485.8,415.2,374.6,339.4,426.5685868,119.75,0.388888889,0.611111111,416,8302.727114,0.537037037,0.574074074,344.0882991,29,31,185.3361179,15,35.92592593,38.88888889,31.90740741,1.125943122,0.375216667,4,Ice
1.50E+12,1.50E+12,437.6888889,122.2316239,301,781,401,332,1.303426494,0.889419461,502.4,433,377.8,340.2,454.4360608,131,0.377777778,0.622222222,480,15280.12828,0.533333333,0.555555556,392.2121679,24,25,190.629586,11,32.68888889,45.8,39.2,0.833900227,0.328266667,4,Ice
1.50E+12,1.50E+12,465.7090909,112.1514678,317,781,433,433,1.184692854,0.596633284,539.4,446,419.4,381,479.0228691,104,0.327272727,0.672727273,464,12810.87677,0.527272727,0.563636364,423.1146786,29,31,225.8729917,22,54.03636364,41.27272727,54.72727273,0.987375415,0.4269,4,NA
1.50E+12,1.50E+12,478.7833333,117.2977823,304,769,442.5,433,0.819255512,-0.156238331,569,475,431.4,380.2,492.9424409,149.25,0.4,0.6,465,13991.96921,0.433333333,0.45,401.063586,26,27,233.1158839,21,45.75,60,39.26666667,1.165110357,0.478783333,4,Rest3
1.50E+12,1.50E+12,444.8253968,96.78392554,304,754,433,489,1.027326262,1.161596535,501,454.6,409,368.4,455.2326459,120.5,0.46031746,0.53968254,450,9518.210958,0.412698413,0.476190476,338.8355772,26,30,193.992587,24,41.41269841,38.12698413,43.63492063,0.94907239,0.467066667,4,Rest3
1.50E+12,1.50E+12,455.4782609,93.69401458,308,733,445,389,0.928960297,0.706356518,510.6,465,429,376.8,465.0150691,120,0.420289855,0.579710145,425,8907.664962,0.536231884,0.608695652,370.3125523,37,42,206.2357871,32,54.13043478,44.89855072,48.26086957,1.121621622,0.5238,4,Rest3
1.50E+12,1.50E+12,531.4528302,142.1793401,304,865,501,681,0.515780659,-0.830107867,681,519.4,462.6,403.8,550.1427774,240,0.377358491,0.622641509,561,20603.71408,0.528301887,0.566037736,424.7557386,28,30,240.2053077,14,58.43396226,69.47169811,55.79245283,1.047345282,0.46945,4,Rest3
1.50E+12,1.50E+12,546.1794872,162.0713473,301,813,480,733,0.096255461,-1.540067823,733,662.6,441.8,402.8,569.7184865,291,0.461538462,0.538461538,512,26958.36167,0.512820513,0.512820513,452.0172563,20,20,216.1263519,16,64.84615385,69.46153846,48.17948718,1.345928685,0.355016667,4,Rest3
1.50E+12,1.50E+12,466.58,120.4868607,301,738,445,313,0.734474395,-0.482535,542.6,473.4,413,356.2,481.8858579,140.75,0.42,0.58,437,14813.35061,0.36,0.44,423.7415191,18,22,245.2709351,21,41.58,42.9,43.54,0.954983923,0.388816667,4,Rest3
1.50E+12,1.50E+12,472.8,136.3305786,301,901,442.5,525,1.094105192,0.673297293,577.8,475,411.4,352.8,492.0628686,162,0.4,0.6,600,18901.04407,0.35,0.433333333,384.6807582,21,26,230.8488772,19,41.73333333,40.06666667,60.3,0.69209508,0.4728,4,NA
1.50E+12,1.50E+12,537.4615385,162.1333491,312,901,521,417,0.395148837,-0.975911016,714.6,570.6,469,377,561.3841182,270.5,0.435897436,0.564102564,589,26978.9919,0.41025641,0.461538462,443.1816156,16,18,240.628171,10,65.25641026,65.41025641,66.79487179,0.97696737,0.34935,4,Game
1.50E+12,1.50E+12,595.4047619,179.6876999,317,1030,601,417,0.222023957,-1.018084182,777.8,687.4,493.8,405.8,621.9280505,337,0.5,0.5,713,33075.17364,0.357142857,0.357142857,578.0203572,15,15,254.4534011,13,58.45238095,69.38095238,66.4047619,0.880243815,0.416783333,4,Game
1.50E+12,1.50E+12,679.1714286,212.94164,321,1254,697,321,0.499765141,0.158360738,795.4,704.8,652,465.8,711.7710105,244.5,0.514285714,0.485714286,933,46677.79328,0.371428571,0.4,618.2195634,13,14,256.9634295,13,81.51428571,57.6,59.65714286,1.36637931,0.396183333,4,Game
1.50E+12,1.50E+12,589.7419355,177.4505779,321,997,638,393,0.146818825,-0.704526644,726,654,545,393,615.8605833,302,0.580645161,0.419354839,676,32538.33118,0.387096774,0.419354839,540.9210094,12,13,243.986492,9,58.32258065,68.12903226,62.96774194,0.926229508,0.3047,4,Game
1.50E+12,1.50E+12,473.2857143,120.0303703,332,809,457,393,0.973225079,0.146935946,563.6,475.2,411.4,368.2,488.2690418,130.5,0.4,0.6,477,14831.03361,0.428571429,0.428571429,445.1834387,15,15,177.4378979,15,71.28571429,39.85714286,45.42857143,1.56918239,0.276083333,4,Game
1.50E+12,1.50E+12,503.6153846,145.1404034,316,889,465,393,0.923838535,0.122177901,625,493,438.6,377.6,524.1127668,219,0.384615385,0.615384615,573,21478.79035,0.442307692,0.480769231,432.2202105,23,25,223.7003952,18,59.01923077,44.61538462,41.59615385,1.418862691,0.436466667,4,Game
1.50E+12,1.50E+12,539.755102,167.2070122,301,909,533,625,0.412175787,-0.861025999,686.6,618.6,434.6,381.2,565.0608419,284,0.469387755,0.530612245,608,28540.64711,0.489795918,0.530612245,461.2392856,24,26,244.3788121,20,57.87755102,59.36734694,59.26530612,0.976584022,0.4408,4,Game
1.50E+12,1.50E+12,592.3055556,160.8972791,316,909,647,469,-0.112428484,-0.997811877,709,678,573,417,613.7701569,262,0.583333333,0.416666667,593,26627.58968,0.527777778,0.555555556,576.5885448,19,20,231.5546318,17,83.16666667,42.97222222,60.52777778,1.374024782,0.355383333,4,Game
